brandid,query,date,params,querytype
231112,Who is Amit Rathore,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Amit Rathore"",""returnType"":1}",verboseaccurate
231112,What are Amit Rathore professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Amit Rathore professions"",""returnType"":1}",professions
231112,Who is Amit Rathore Awake,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Amit Rathore Awake"",""returnType"":1}",verboseaccurate
231112,Who is the audience of Amit Rathore,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Amit Rathore"",""returnType"":1}",audience
231114,Rick Gerson,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Rick Gerson"",""returnType"":1}",basic
231114,Who is Rick Gerson,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Rick Gerson"",""returnType"":1}",verboseaccurate
231114,What are Rick Gerson professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Rick Gerson professions"",""returnType"":1}",professions
231114,Who is the audience of Rick Gerson,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Rick Gerson"",""returnType"":1}",audience
231118,Andrea Coombes,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Andrea Coombes"",""returnType"":1}",basic
231118,Who is Andrea Coombes,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Andrea Coombes"",""returnType"":1}",verboseaccurate
231118,What are Andrea Coombes professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Andrea Coombes professions"",""returnType"":1}",professions
231118,Who is the audience of Andrea Coombes,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Andrea Coombes"",""returnType"":1}",audience
231124,Sam Levine,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Sam Levine"",""returnType"":1}",basic
231124,Who is Sam Levine,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Sam Levine"",""returnType"":1}",verboseaccurate
231124,What are Sam Levine professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Sam Levine professions"",""returnType"":1}",professions
231124,Who is the audience of Sam Levine,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Sam Levine"",""returnType"":1}",audience
231136,Paramount Wellness Retreat,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Paramount Wellness Retreat"",""returnType"":1}",basic
231136,What is Paramount Wellness Retreat,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Paramount Wellness Retreat"",""returnType"":1}",verboseaccurate
231136,Who is the audience of Paramount Wellness Retreat,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Paramount Wellness Retreat"",""returnType"":1}",audience
231137,Will Johnson,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Will Johnson"",""returnType"":1}",basic
231137,Who is Will Johnson,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Will Johnson"",""returnType"":1}",verboseaccurate
231137,What are Will Johnson professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Will Johnson professions"",""returnType"":1}",professions
231137,Who is the audience of Will Johnson,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Will Johnson"",""returnType"":1}",audience
231142,ZenBusiness,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""ZenBusiness"",""returnType"":1}",basic
231142,What is ZenBusiness,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is ZenBusiness"",""returnType"":1}",verboseaccurate
231142,Who is the audience of ZenBusiness,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of ZenBusiness"",""returnType"":1}",audience
231143,Bryan Joseph Fagan,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Bryan Joseph Fagan"",""returnType"":1}",basic
231143,Who is Bryan Joseph Fagan,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Bryan Joseph Fagan"",""returnType"":1}",verboseaccurate
231143,What are Bryan Joseph Fagan professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Bryan Joseph Fagan professions"",""returnType"":1}",professions
231143,Who is the audience of Bryan Joseph Fagan,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Bryan Joseph Fagan"",""returnType"":1}",audience
231145,Vegan Nutrition Pure and Simple,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Vegan Nutrition Pure and Simple"",""returnType"":1}",basic
231145,Vegan Nutrition Pure and Simple Entity Qualifier Word,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Vegan Nutrition Pure and Simple Entity Qualifier Word"",""returnType"":1}",qualifier
231145,What is Vegan Nutrition Pure and Simple,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Vegan Nutrition Pure and Simple"",""returnType"":1}",verboseaccurate
231145,What is Vegan Nutrition Pure and Simple Entity Qualifier Word,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Vegan Nutrition Pure and Simple Entity Qualifier Word"",""returnType"":1}",qualifier
231145,Who is the audience of Vegan Nutrition Pure and Simple,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Vegan Nutrition Pure and Simple"",""returnType"":1}",audience
231150,Robert Hayward,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Robert Hayward"",""returnType"":1}",basic
231150,Robert Hayward Chemist,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Robert Hayward Chemist"",""returnType"":1}",qualifier
231150,Who is Robert Hayward,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Robert Hayward"",""returnType"":1}",verboseaccurate
231150,What are Robert Hayward professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Robert Hayward professions"",""returnType"":1}",professions
231150,Who is Robert Hayward Chemist,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Robert Hayward Chemist"",""returnType"":1}",verboseaccurate
231150,Who is the audience of Robert Hayward,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Robert Hayward"",""returnType"":1}",audience
231152,Jaemin Yi,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Jaemin Yi"",""returnType"":1}",basic
231152,Jaemin Yi Video,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Jaemin Yi Video"",""returnType"":1}",qualifier
231152,Who is Jaemin Yi,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Jaemin Yi"",""returnType"":1}",verboseaccurate
231152,What are Jaemin Yi professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Jaemin Yi professions"",""returnType"":1}",professions
231152,Who is Jaemin Yi Video,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Jaemin Yi Video"",""returnType"":1}",verboseaccurate
231152,Who is the audience of Jaemin Yi,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Jaemin Yi"",""returnType"":1}",audience
231154,Schillings,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Schillings"",""returnType"":1}",basic
231154,What is Schillings,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Schillings"",""returnType"":1}",verboseaccurate
231154,Who is the audience of Schillings,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Schillings"",""returnType"":1}",audience
231155,AI Mavericks,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""AI Mavericks"",""returnType"":1}",basic
231155,What is AI Mavericks,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is AI Mavericks"",""returnType"":1}",verboseaccurate
231155,Who is the audience of AI Mavericks,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of AI Mavericks"",""returnType"":1}",audience
231157,Robert Brockman,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Robert Brockman"",""returnType"":1}",basic
231157,Who is Robert Brockman,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Robert Brockman"",""returnType"":1}",verboseaccurate
231157,What are Robert Brockman professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Robert Brockman professions"",""returnType"":1}",professions
231157,Who is the audience of Robert Brockman,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Robert Brockman"",""returnType"":1}",audience
231158,alexander tamas,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""alexander tamas"",""returnType"":1}",basic
231158,Who is alexander tamas,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is alexander tamas"",""returnType"":1}",verboseaccurate
231158,What are alexander tamas professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are alexander tamas professions"",""returnType"":1}",professions
231158,Who is the audience of alexander tamas,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of alexander tamas"",""returnType"":1}",audience
231159,Wissam Al Mana,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Wissam Al Mana"",""returnType"":1}",basic
231159,Who is Wissam Al Mana,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Wissam Al Mana"",""returnType"":1}",verboseaccurate
231159,What are Wissam Al Mana professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Wissam Al Mana professions"",""returnType"":1}",professions
231159,Who is the audience of Wissam Al Mana,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Wissam Al Mana"",""returnType"":1}",audience
231160,SearchGen,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""SearchGen"",""returnType"":1}",basic
231160,What is SearchGen,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is SearchGen"",""returnType"":1}",verboseaccurate
231160,Who is the audience of SearchGen,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of SearchGen"",""returnType"":1}",audience
231204,Charles Rogers,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Charles Rogers"",""returnType"":1}",basic
231204,Who is Charles Rogers,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Charles Rogers"",""returnType"":1}",verboseaccurate
231204,What are Charles Rogers professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Charles Rogers professions"",""returnType"":1}",professions
231204,Who is the audience of Charles Rogers,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Charles Rogers"",""returnType"":1}",audience
231205,Charles Rogers Search Party,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Charles Rogers Search Party"",""returnType"":1}",basic
231205,Who is Charles Rogers Search Party,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Charles Rogers Search Party"",""returnType"":1}",verboseaccurate
231205,What are Charles Rogers Search Party professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Charles Rogers Search Party professions"",""returnType"":1}",professions
231205,Who is the audience of Charles Rogers Search Party,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Charles Rogers Search Party"",""returnType"":1}",audience
231206,John Mark Koch,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""John Mark Koch"",""returnType"":1}",basic
231206,Who is John Mark Koch,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is John Mark Koch"",""returnType"":1}",verboseaccurate
231206,What are John Mark Koch professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are John Mark Koch professions"",""returnType"":1}",professions
231206,Who is the audience of John Mark Koch,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of John Mark Koch"",""returnType"":1}",audience
231207,Case Engine,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Case Engine"",""returnType"":1}",basic
231207,What is Case Engine,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Case Engine"",""returnType"":1}",verboseaccurate
231207,Who is the audience of Case Engine,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Case Engine"",""returnType"":1}",audience
204094,Scott Keever,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Scott Keever"",""returnType"":1}",basic
204094,Scott Keever Seo,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Scott Keever Seo"",""returnType"":1}",qualifier
204094,Who is Scott Keever,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Scott Keever"",""returnType"":1}",verboseaccurate
204094,What are Scott Keever professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Scott Keever professions"",""returnType"":1}",professions
204094,Who is Scott Keever Seo,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Scott Keever Seo"",""returnType"":1}",verboseaccurate
204094,Who is the audience of Scott Keever,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Scott Keever"",""returnType"":1}",audience
231218,Brittany Farnham,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Brittany Farnham"",""returnType"":1}",basic
231218,Who is Brittany Farnham,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Brittany Farnham"",""returnType"":1}",verboseaccurate
231218,What are Brittany Farnham professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Brittany Farnham professions"",""returnType"":1}",professions
231218,Who is the audience of Brittany Farnham,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Brittany Farnham"",""returnType"":1}",audience
231219,Tiago Martins,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Tiago Martins"",""returnType"":1}",basic
231219,Who is Tiago Martins,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Tiago Martins"",""returnType"":1}",verboseaccurate
